,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
1040,40,CASH_OUT,233994.75,C1247190525,0.0,0.0,C714463399,272115.79,506110.55,0,0
1041,40,CASH_OUT,226954.33,C1584897421,0.0,0.0,C1976973428,1055812.28,1282766.62,0,0
1042,40,CASH_IN,1414.98,C1099426945,3626513.61,3627928.6,C382934088,4762484.84,4761069.86,0,0
1043,40,TRANSFER,458191.67,C1309359767,0.0,0.0,C253724958,747200.26,1205391.93,0,0
1044,40,PAYMENT,22486.95,C1339058961,353.0,0.0,M589704347,0.0,0.0,0,0
1045,40,CASH_IN,25263.43,C202201132,59683.0,84946.43,C1160122405,1378863.74,1353600.31,0,0
1046,40,CASH_OUT,143064.63,C1910774931,0.0,0.0,C1799618304,6854674.43,6997739.07,0,0
1047,40,PAYMENT,2646.21,C1896845371,0.0,0.0,M329878113,0.0,0.0,0,0
1048,40,CASH_OUT,194021.06,C808478611,11191.0,0.0,C716386442,0.0,194021.06,0,0
1049,40,CASH_OUT,168359.54,C1564467042,0.0,0.0,C1988326712,413046.74,581406.28,0,0
1050,40,TRANSFER,513987.95,C1826109421,43657.13,0.0,C1933641006,586838.23,1100826.17,0,0
1051,40,PAYMENT,20557.08,C434721700,0.0,0.0,M485094889,0.0,0.0,0,0
1052,40,CASH_OUT,138496.87,C1916869495,14616.0,0.0,C702838148,0.0,138496.87,0,0
1053,40,PAYMENT,4966.84,C859597017,9285.0,4318.16,M500171315,0.0,0.0,0,0
1054,40,CASH_IN,237027.1,C1304034295,0.0,237027.1,C1000891572,386014.47,148987.37,0,0
1055,40,PAYMENT,4619.72,C1346259061,176913.17,172293.45,M417010963,0.0,0.0,0,0
1056,40,PAYMENT,696.68,C2113867394,0.0,0.0,M1447022775,0.0,0.0,0,0
1057,40,CASH_IN,45384.64,C314796455,4145453.97,4190838.61,C1005272051,1239155.79,1193771.15,0,0
1058,40,PAYMENT,7936.38,C569632371,767609.35,759672.98,M1209821815,0.0,0.0,0,0
1059,40,PAYMENT,2685.92,C2029167082,23039.0,20353.08,M859828455,0.0,0.0,0,0
1060,40,CASH_OUT,45399.58,C820862817,5411.0,0.0,C1428538068,0.0,45399.58,0,0
1061,40,CASH_OUT,312449.66,C844423867,16256.0,0.0,C574758909,0.0,312449.66,0,0
1062,40,PAYMENT,10317.01,C2098641625,0.0,0.0,M38409328,0.0,0.0,0,0
1063,40,CASH_OUT,31772.49,C1579621278,9187.0,0.0,C1189276328,8726.62,40499.11,0,0
1064,40,PAYMENT,1218.88,C1832699985,0.0,0.0,M1199061072,0.0,0.0,0,0
1065,40,CASH_OUT,30548.44,C640947057,0.0,0.0,C1998750048,6981827.3,7012375.74,0,0
1066,40,TRANSFER,129850.39,C1173032020,0.0,0.0,C836027102,2916713.25,3046563.65,0,0
1067,40,PAYMENT,2553.44,C1723414939,0.0,0.0,M1450515710,0.0,0.0,0,0
1068,40,CASH_IN,233054.14,C1312367563,52337.0,285391.14,C2052550470,219905.48,0.0,0,0
1069,40,CASH_IN,7493.56,C779523893,684795.93,692289.5,C889948598,808182.17,800688.6,0,0
1070,40,CASH_IN,121442.77,C1763564009,4387090.82,4508533.59,C357454563,2540251.36,2418808.6,0,0
1071,40,CASH_IN,433641.19,C209454822,9086.0,442727.19,C669989911,35941.07,0.0,0,0
1072,40,CASH_IN,71372.28,C69958965,256784.43,328156.71,C83827469,16445400.35,16374028.07,0,0
1073,40,CASH_IN,83793.6,C598112845,6235910.3,6319703.9,C2117496195,588768.03,538009.96,0,0
1074,40,CASH_OUT,12233.75,C1403524308,174910.0,162676.25,C518953848,6721772.33,6734006.08,0,0
1075,40,CASH_IN,398920.49,C1667889869,6404447.95,6803368.45,C996194152,1347173.9,948253.41,0,0
1076,40,TRANSFER,266440.85,C1909972489,0.0,0.0,C1031639563,17079049.63,17345490.47,0,0
1077,41,CASH_OUT,58841.45,C1058731989,11573.0,0.0,C522894261,354463.47,413304.92,0,0
1078,41,CASH_OUT,238525.96,C2039765977,72045.0,0.0,C513903337,653869.83,892395.8,0,0
1079,41,CASH_OUT,7228.57,C1118561498,0.0,0.0,C1771357731,5503057.6,5510286.18,0,0
1080,41,PAYMENT,6679.24,C1998812096,93085.62,86406.37,M74512020,0.0,0.0,0,0
1081,41,PAYMENT,35288.93,C1588388424,0.0,0.0,M414010211,0.0,0.0,0,0
1082,41,CASH_IN,231844.1,C1139649004,488.0,232332.1,C376912065,751853.03,520008.93,0,0
1083,41,CASH_OUT,38992.3,C1783241017,11695.0,0.0,C374788578,309206.1,348198.4,0,0
1084,41,CASH_OUT,200176.31,C668920866,24771.0,0.0,C1868606694,0.0,200176.31,0,0
1085,41,PAYMENT,24719.98,C17126859,0.0,0.0,M1977641126,0.0,0.0,0,0
1086,41,CASH_OUT,356139.16,C1847209598,336.0,0.0,C1988221696,387545.88,844135.82,0,0
1087,41,CASH_IN,156246.29,C554123226,3380717.83,3536964.11,C265014902,3728006.33,3810021.43,0,0
1088,41,CASH_OUT,327900.94,C1633728322,286653.59,0.0,C715462107,597027.23,924928.17,0,0
1089,41,PAYMENT,12838.67,C802469194,139535.0,126696.33,M2047462686,0.0,0.0,0,0
1090,41,PAYMENT,11193.45,C1630166051,0.0,0.0,M1754473139,0.0,0.0,0,0
1091,41,CASH_IN,22814.04,C1618370131,3878185.86,3900999.9,C318645506,134362.57,216114.02,0,0
1092,41,CASH_IN,58959.96,C976869923,17500531.78,17559491.74,C726727905,964491.26,905531.29,0,0
1093,41,CASH_OUT,393896.53,C1616914144,321840.0,0.0,C96603111,139417.78,533314.31,0,0
1094,41,CASH_IN,512484.42,C1042613527,126.0,512610.42,C817137928,1010630.92,498146.5,0,0
1095,41,CASH_OUT,83294.07,C1263389885,42398.0,0.0,C1036237514,2766946.52,2902595.23,0,0
1096,41,CASH_OUT,258860.61,C1161081216,0.0,0.0,C648338810,1575154.74,1834015.36,0,0
1097,41,CASH_IN,80557.14,C1647561213,36191.0,116748.14,C398893058,0.0,0.0,0,0
1098,41,CASH_IN,463269.13,C1644071690,22031.0,485300.13,C1309568799,0.0,0.0,0,0
1099,41,CASH_OUT,33649.03,C2055673684,29032.0,0.0,C1136346002,182497.0,216146.03,0,0
1100,41,CASH_OUT,207480.31,C81853603,0.0,0.0,C1465056460,689482.51,896962.82,0,0
1101,41,PAYMENT,6821.75,C1390835676,72489.3,65667.55,M547543926,0.0,0.0,0,0
1102,41,CASH_OUT,275294.8,C1606498086,23165.0,0.0,C1402515953,98733.27,374028.07,0,0
1103,41,CASH_IN,174295.29,C1097645919,458229.56,632524.85,C219416103,4082810.94,3908515.65,0,0
1104,41,CASH_IN,91527.23,C655558684,967060.0,1058587.23,C1036237514,2850240.59,2902595.23,0,0
1105,41,PAYMENT,4930.43,C354673864,121472.51,116542.08,M967116698,0.0,0.0,0,0
1106,41,PAYMENT,8418.58,C1764030448,10504.0,2085.42,M1988141666,0.0,0.0,0,0
1107,41,CASH_OUT,218064.83,C1568528509,11287.0,0.0,C1560587994,171427.21,389492.04,0,0
1108,41,TRANSFER,594789.36,C2000389037,203039.0,0.0,C1739910401,285003.71,879793.06,0,0
1109,41,CASH_OUT,351868.36,C1149992253,107810.0,0.0,C1170118717,2206015.5,2557883.86,0,0
1110,41,CASH_OUT,333479.86,C1886978047,162296.0,0.0,C1279086314,0.0,333479.86,0,0
1111,41,CASH_OUT,239522.08,C1721592663,0.0,0.0,C1946659320,330698.94,570221.02,0,0
1112,41,TRANSFER,718243.88,C1845519362,90356.0,0.0,C1562904239,10095320.4,10813564.28,0,0
1113,41,CASH_OUT,244265.5,C2044022780,14109.0,0.0,C1481640799,1719850.16,1964115.66,0,0
1114,41,PAYMENT,1587.74,C779395534,19831.0,18243.26,M1468333653,0.0,0.0,0,0
1115,41,PAYMENT,11238.8,C1545038043,0.0,0.0,M66220808,0.0,0.0,0,0
1116,42,CASH_OUT,109027.47,C341397300,13026.0,0.0,C887409417,0.0,109027.47,0,0
1117,42,CASH_OUT,146498.32,C723928665,2946.0,0.0,C1654873968,0.0,146498.32,0,0
1118,42,CASH_OUT,59609.36,C60426273,11387.0,0.0,C1778281691,154033.43,213642.79,0,0
1119,42,TRANSFER,300402.67,C386355787,0.0,0.0,C975905646,576859.34,877262.01,0,0
1120,42,CASH_IN,23218.69,C897054761,10003996.99,10027215.68,C482950564,2424630.03,2401411.34,0,0
1121,42,CASH_OUT,9791.12,C725882490,0.0,0.0,C2123561127,185043.57,534542.73,0,0
1122,42,CASH_IN,202510.29,C1115175171,11334.0,213844.29,C557888930,2518451.54,2315941.25,0,0
1123,42,CASH_IN,13481.12,C653710345,14324149.43,14337630.55,C1783873866,23575.81,351438.34,0,0
1124,42,CASH_OUT,287535.48,C1112911250,131.0,0.0,C1314999247,5545.7,293081.18,0,0
1125,42,TRANSFER,1208415.05,C1692184744,0.0,0.0,C1630950029,3576167.27,4968034.21,0,0
1126,42,PAYMENT,16552.22,C1404074957,12099.0,0.0,M2037177671,0.0,0.0,0,0
1127,42,CASH_OUT,143200.48,C974544308,0.0,0.0,C829806939,1297203.45,1524800.01,0,0
1128,42,CASH_OUT,100609.95,C395156660,82398.0,0.0,C900726654,758437.93,859047.88,0,0
1129,42,PAYMENT,3674.53,C745388759,285925.94,282251.41,M1002538089,0.0,0.0,0,0
1130,42,PAYMENT,5139.14,C387827145,265958.12,260818.98,M137735611,0.0,0.0,0,0
1131,42,PAYMENT,14274.52,C1490929789,154532.0,140257.48,M1275127042,0.0,0.0,0,0
1132,42,PAYMENT,23179.7,C1344325560,434717.0,411537.3,M171449189,0.0,0.0,0,0
1133,42,CASH_OUT,117043.89,C1901006353,201888.0,84844.11,C453125272,1854393.34,1971437.23,0,0
1134,42,PAYMENT,6834.41,C478918241,158238.0,151403.59,M228610566,0.0,0.0,0,0
1135,42,PAYMENT,4761.76,C324263898,59861.0,55099.24,M248314753,0.0,0.0,0,0
1136,42,TRANSFER,898414.69,C1551970915,0.0,0.0,C26334874,13319869.11,14218283.81,0,0
1137,42,PAYMENT,28047.85,C786859570,13854.0,0.0,M310736496,0.0,0.0,0,0
1138,42,CASH_IN,79400.78,C1206513704,3561016.94,3640417.72,C1381716735,1548635.63,1469234.85,0,0
1139,42,CASH_OUT,43737.17,C1250856194,131833.0,88095.83,C804966011,3177418.19,3221155.36,0,0
1140,42,PAYMENT,14347.57,C169454224,32702.0,18354.43,M826816809,0.0,0.0,0,0
1141,42,CASH_OUT,152052.79,C101499075,0.0,0.0,C31069328,672869.68,824922.47,0,0
1142,42,CASH_OUT,14703.1,C117724835,0.0,0.0,C1610397764,3226160.9,3240864.0,0,0
1143,42,CASH_OUT,178619.24,C1357957085,9992.0,0.0,C1792792710,12305.35,190924.59,0,0
1144,42,CASH_OUT,146130.66,C50897204,0.0,0.0,C2067034184,423170.24,569300.9,0,0
1145,42,CASH_OUT,184734.72,C2065774503,0.0,0.0,C2036074103,597781.08,782515.8,0,0
1146,42,CASH_IN,220648.27,C1194353607,1522.0,222170.27,C512175237,0.0,0.0,0,0
1147,42,CASH_OUT,114090.85,C309790338,30655.0,0.0,C831080229,4821.24,118912.09,0,0
1148,42,CASH_OUT,147567.24,C1802934871,0.0,0.0,C2078550656,1413575.24,1561142.48,0,0
1149,42,TRANSFER,703432.88,C219204628,0.0,0.0,C661879069,1516768.32,2220201.2,0,0
1150,42,TRANSFER,165112.8,C1270936466,8248.2,0.0,C169402510,280330.72,445443.51,0,0
1151,42,CASH_IN,179119.5,C359058822,31469.0,210588.5,C327341526,1379141.52,973142.07,0,0
1152,42,CASH_IN,325868.07,C1902748702,237108.93,562977.0,C1353495461,1434524.58,1108656.51,0,0
1153,42,CASH_OUT,88250.22,C1013549718,720288.0,632037.78,C1835012064,0.0,88250.22,0,0
1154,42,PAYMENT,4802.76,C643211152,284976.14,280173.38,M1066513212,0.0,0.0,0,0
1155,42,TRANSFER,229564.71,C1849026282,0.0,0.0,C817617496,2018723.29,2248288.01,0,0
1156,42,PAYMENT,3141.51,C1797155644,0.0,0.0,M23308435,0.0,0.0,0,0
1157,42,CASH_IN,239694.11,C1467508529,7721196.24,7960890.35,C1286783796,3451786.11,3212092.0,0,0
1158,42,CASH_IN,131012.08,C1399216932,2260476.67,2391488.75,C29521149,212050.32,81038.24,0,0
1159,42,PAYMENT,4116.77,C1293056177,0.0,0.0,M667718680,0.0,0.0,0,0
1160,42,CASH_OUT,99641.95,C1902474489,0.0,0.0,C252338509,380144.47,479786.42,0,0
1161,42,CASH_OUT,452453.58,C669940685,1032.0,0.0,C1120989508,9153945.13,9606398.72,0,0
1162,42,CASH_IN,114128.9,C776402521,11840.0,125968.9,C1090800079,420305.18,306176.29,0,0
1163,42,PAYMENT,16033.24,C989131693,61514.0,45480.76,M50205462,0.0,0.0,0,0
1164,42,CASH_OUT,189907.53,C1243125636,0.0,0.0,C508073904,1405793.1,1595700.63,0,0
1165,42,CASH_IN,461334.09,C1613588954,4193131.1,4654465.19,C903382232,1779325.45,1317991.36,0,0
1166,42,CASH_OUT,51780.75,C618904426,24239.0,0.0,C1380521724,114956.9,166737.64,0,0
1167,42,CASH_OUT,174395.39,C2122630086,0.0,0.0,C1478929289,513071.55,687466.94,0,0
1168,42,CASH_IN,57030.45,C1203047939,3517286.02,3574316.47,C1447738509,860911.78,803881.33,0,0
1169,42,CASH_OUT,351040.85,C1659965208,0.0,0.0,C1191819247,2126381.19,2477422.05,0,0
1170,42,PAYMENT,6158.36,C1460369440,226777.06,220618.7,M553566006,0.0,0.0,0,0
1171,42,PAYMENT,1014.58,C1703172716,50380.0,49365.42,M56003710,0.0,0.0,0,0
1172,42,PAYMENT,32592.35,C2035465790,0.0,0.0,M174845558,0.0,0.0,0,0
1173,42,CASH_OUT,229673.95,C9049406,4168.0,0.0,C1045241382,1778971.9,2008645.84,0,0
1174,42,CASH_IN,270933.94,C1597646382,10863660.86,11134594.8,C431285239,286491.23,15557.29,0,0
1175,42,CASH_OUT,213328.68,C1943497257,22857.0,0.0,C1786031420,1797.06,215125.74,0,0
1176,42,TRANSFER,170271.37,C979391442,0.0,0.0,C515630629,4563761.01,5296758.59,0,0
1177,42,PAYMENT,8998.43,C1749387590,0.0,0.0,M871051652,0.0,0.0,0,0
1178,42,CASH_OUT,79842.83,C1926645916,214009.0,134166.17,C2047987632,238772.8,319227.67,0,0
1179,43,PAYMENT,5803.38,C1717232018,0.0,0.0,M1617967851,0.0,0.0,0,0
1180,43,PAYMENT,868.04,C779181250,0.0,0.0,M1662774401,0.0,0.0,0,0
1181,43,CASH_OUT,69433.69,C1106570744,0.0,0.0,C6590215,3586277.97,3655711.66,0,0
1182,43,CASH_IN,144916.63,C1782599862,4084601.79,4229518.42,C2080912922,440613.23,165720.97,0,0
1183,43,CASH_OUT,252185.16,C1214284655,35580.0,0.0,C2060537294,0.0,252185.16,0,0
1184,43,CASH_OUT,65255.98,C1994214077,31885.0,0.0,C1468405407,5599724.93,5664980.91,0,0
1185,43,CASH_OUT,48722.56,C1270486001,12477.0,0.0,C1903265497,358751.44,138101.11,0,0
1186,43,CASH_OUT,393637.71,C212516264,29991.0,0.0,C1663686815,590571.19,984208.91,0,0
1187,43,PAYMENT,8677.5,C2057484640,0.0,0.0,M1868749529,0.0,0.0,0,0
1188,43,CASH_IN,423157.23,C1978128317,7300544.71,7723701.93,C1126506923,1794236.32,1371079.09,0,0
1189,43,CASH_OUT,109216.99,C347152667,0.0,0.0,C1335798191,236295.78,345512.77,0,0
1190,43,CASH_OUT,125753.59,C1233321279,0.0,0.0,C132718642,5053145.74,5178899.33,0,0
1191,43,CASH_OUT,279596.09,C1597861450,0.0,0.0,C1302716148,516570.68,796166.77,0,0
1192,43,CASH_OUT,322999.59,C725253420,80896.0,0.0,C316846654,77059.62,400059.21,0,0
1193,43,CASH_IN,39625.98,C415889909,45025.0,84650.98,C2031719943,829966.38,790340.4,0,0
1194,43,CASH_IN,117772.28,C248607356,1928506.51,2046278.79,C833371614,331109.84,213337.56,0,0
1195,43,CASH_OUT,234408.6,C2079261628,20417.0,0.0,C1837626437,0.0,52654.91,0,0
1196,43,CASH_OUT,173712.7,C741155602,0.0,0.0,C1164755180,2832752.35,3006465.05,0,0
1197,43,PAYMENT,5931.58,C1976924720,0.0,0.0,M1287723386,0.0,0.0,0,0
1198,43,CASH_OUT,59843.39,C1994077513,0.0,0.0,C527492773,1911876.05,1971719.44,0,0
1199,43,CASH_OUT,198333.85,C1816411090,11389.0,0.0,C1905009894,493345.93,691679.78,0,0
1200,43,CASH_OUT,254861.8,C1264366127,25438.0,0.0,C1170076021,20659.12,275520.93,0,0
1201,43,PAYMENT,4984.21,C1773272717,33803.0,28818.79,M478946332,0.0,0.0,0,0
1202,43,CASH_OUT,33098.45,C2020730253,0.0,0.0,C1570409421,51189.51,84287.96,0,0
1203,43,CASH_OUT,99482.5,C1830549045,29315.0,0.0,C2026722819,518.0,81425.96,0,0
1204,43,PAYMENT,11175.51,C1489070957,0.0,0.0,M1978253528,0.0,0.0,0,0
1205,43,CASH_OUT,6839.15,C983983996,0.0,0.0,C322424197,338302.33,345141.47,0,0
1206,43,PAYMENT,288.83,C1638260649,0.0,0.0,M907139485,0.0,0.0,0,0
1207,43,PAYMENT,10362.11,C119491845,370968.37,360606.26,M223763009,0.0,0.0,0,0
1208,43,CASH_OUT,62320.15,C1391732454,74793.0,12472.85,C738603140,0.0,62320.15,0,0
1209,43,PAYMENT,6008.52,C1600369920,91450.4,85441.88,M329960181,0.0,0.0,0,0
1210,43,CASH_IN,18314.37,C705797939,4226.0,22540.37,C104442363,484613.86,466299.49,0,0
1211,43,CASH_OUT,78136.5,C649195842,0.0,0.0,C1828887233,3219951.6,3298088.1,0,0
1212,43,CASH_OUT,69871.93,C1532694681,0.0,0.0,C1303562191,2570303.74,2640175.67,0,0
1213,43,PAYMENT,5720.43,C327819354,256573.0,250852.57,M1480287786,0.0,0.0,0,0
1214,43,PAYMENT,11346.59,C522642721,5055.64,0.0,M427546042,0.0,0.0,0,0
1215,43,CASH_OUT,300004.84,C1142964473,13120.0,0.0,C210202837,29202.4,329207.24,0,0
1216,43,CASH_IN,91597.47,C157475222,23240916.2,23332513.67,C84979168,339143.49,247546.03,0,0
1217,43,PAYMENT,35157.71,C1909727636,26096.83,0.0,M925033276,0.0,0.0,0,0
1218,43,CASH_OUT,3584.67,C1724795117,0.0,0.0,C1776856780,825120.1,828704.77,0,0
1219,43,CASH_IN,81226.96,C2028369514,737499.0,818725.96,C397644656,149721.82,68494.86,0,0
1220,43,CASH_OUT,45172.33,C1114108743,18930.0,0.0,C1823914516,129602.77,174775.1,0,0
1221,43,PAYMENT,12703.38,C2072748175,0.0,0.0,M1622256588,0.0,0.0,0,0
1222,43,PAYMENT,7936.62,C614938668,90431.0,82494.38,M643532750,0.0,0.0,0,0
1223,43,CASH_IN,153819.19,C1659177702,6937257.92,7091077.12,C1554723395,1078519.67,924700.48,0,0
1224,43,CASH_OUT,110434.12,C146357610,128380.0,17945.88,C1560415492,0.0,110434.12,0,0
1225,43,TRANSFER,1138806.79,C1900426894,51472.0,0.0,C118681401,1164743.27,2303550.06,0,0
1226,43,CASH_OUT,239132.45,C477705836,0.0,0.0,C680469358,341026.34,277127.03,0,0
1227,43,CASH_OUT,216361.39,C1599966222,0.0,0.0,C1284172856,522188.49,536194.69,0,0
1228,43,CASH_OUT,303529.85,C346283913,0.0,0.0,C1461100901,1005515.17,1309045.03,0,0
1229,43,PAYMENT,6468.81,C195018871,36012.07,29543.27,M1032315780,0.0,0.0,0,0
1230,43,PAYMENT,6718.9,C1007401594,0.0,0.0,M2132054026,0.0,0.0,0,0
1231,43,PAYMENT,10255.33,C1025206017,0.0,0.0,M1828460673,0.0,0.0,0,0
1232,43,PAYMENT,7460.1,C2040097418,888.0,0.0,M2026285660,0.0,0.0,0,0
1233,43,CASH_IN,40387.53,C2031149551,750469.61,790857.14,C1866798130,736596.03,696208.5,0,0
1234,43,CASH_OUT,237250.83,C1543825724,20799.0,0.0,C1666121560,220959.79,458210.62,0,0
1235,43,CASH_IN,17913.78,C1982011313,3245178.68,3263092.45,C1939860831,239896.29,221982.52,0,0
1236,43,PAYMENT,4704.21,C356691096,0.0,0.0,M2117475691,0.0,0.0,0,0
1237,43,PAYMENT,8472.65,C2096535054,0.0,0.0,M174197802,0.0,0.0,0,0
1238,43,TRANSFER,196993.33,C1262045064,211436.44,14443.12,C1238478204,235038.28,432031.61,0,0
1239,43,CASH_IN,114520.1,C1648111089,68935.0,183455.1,C1955034105,137297.82,22777.71,0,0
1240,44,CASH_OUT,51091.51,C997107003,6073.0,0.0,C1033020874,191032.13,242123.64,0,0
1241,44,TRANSFER,161001.62,C2053839737,0.0,0.0,C1764652311,1991957.12,2181554.73,0,0
1242,44,PAYMENT,59568.54,C670219630,0.0,0.0,M657764198,0.0,0.0,0,0
1243,44,CASH_OUT,92661.56,C1663958657,1001.0,0.0,C1125333082,403.0,0.0,0,0
1244,44,PAYMENT,1033.9,C556925416,0.0,0.0,M216211191,0.0,0.0,0,0
1245,44,PAYMENT,16708.8,C277132235,429003.7,412294.9,M1892575828,0.0,0.0,0,0
1246,44,PAYMENT,8854.76,C929393604,51945.0,43090.24,M1708609039,0.0,0.0,0,0
1247,44,CASH_OUT,25925.96,C1425793064,0.0,0.0,C1312101896,2023897.32,2049823.28,0,0
1248,44,PAYMENT,847.5,C864866204,1924.0,1076.5,M1257023309,0.0,0.0,0,0
1249,44,CASH_OUT,6681.25,C621768374,171664.01,164982.76,C531777509,100036.7,106717.95,0,0
1250,44,PAYMENT,684.49,C1060053461,567380.34,566695.85,M1066507935,0.0,0.0,0,0
1251,44,CASH_OUT,176744.79,C1868286948,0.0,0.0,C580194944,1964595.76,2141340.56,0,0
1252,44,PAYMENT,11380.49,C1573321842,42259.32,30878.83,M295558321,0.0,0.0,0,0
1253,44,CASH_OUT,147503.98,C2127381432,15079.0,0.0,C1156576709,0.0,147503.98,0,0
1254,44,PAYMENT,2202.56,C741423746,0.0,0.0,M1830003622,0.0,0.0,0,0
1255,44,CASH_OUT,203408.69,C447636225,0.0,0.0,C63387985,950459.84,1153868.54,0,0
1256,44,CASH_OUT,189691.71,C340755097,0.0,0.0,C2044711780,1893874.37,2083566.08,0,0
1257,44,CASH_OUT,31247.0,C1859199562,0.0,0.0,C1010002968,524381.04,555628.03,0,0
1258,44,CASH_IN,128983.1,C581738755,3140274.07,3269257.18,C308403808,757721.63,628738.53,0,0
1259,44,CASH_IN,134819.66,C1139686427,5874878.51,6009698.17,C309985920,2452985.5,2318165.84,0,0
1260,44,PAYMENT,1816.87,C1170999874,663.0,0.0,M1930125276,0.0,0.0,0,0
1261,44,PAYMENT,4663.17,C1909963019,152251.0,147587.83,M2107857449,0.0,0.0,0,0
1262,44,PAYMENT,18236.97,C1512485775,0.0,0.0,M2015332936,0.0,0.0,0,0
1263,44,CASH_IN,215459.96,C252826555,3096557.24,3312017.19,C1351026999,2511889.87,2296429.92,0,0
1264,44,PAYMENT,17790.74,C2131350327,201984.0,184193.26,M1305270024,0.0,0.0,0,0
1265,44,CASH_OUT,92269.2,C188279403,21003.0,0.0,C1792819076,500457.57,592726.77,0,0
1266,44,TRANSFER,113007.38,C1298380637,23433.0,0.0,C1895172649,25780.82,138788.2,0,0
1267,44,CASH_IN,60225.74,C1969211628,34111.0,94336.74,C838434782,689346.33,629120.59,0,0
1268,44,PAYMENT,3715.02,C1755971902,0.0,0.0,M1941704571,0.0,0.0,0,0
1269,44,TRANSFER,899271.03,C1394617950,1636.0,0.0,C1436868992,0.0,899271.03,0,0
1270,44,CASH_OUT,33845.38,C1932079663,25259.59,0.0,C1521379234,271713.11,305558.49,0,0
1271,44,PAYMENT,4850.34,C1025783685,180823.94,175973.6,M1296003967,0.0,0.0,0,0
1272,44,CASH_OUT,201670.33,C1521451373,22568.0,0.0,C536844022,171531.12,373201.45,0,0
1273,44,PAYMENT,2311.45,C911172318,254118.0,251806.55,M1799081264,0.0,0.0,0,0
1274,44,PAYMENT,18770.36,C1427488202,0.0,0.0,M1782991493,0.0,0.0,0,0
1275,44,PAYMENT,11613.24,C740069812,18352.98,6739.74,M32658755,0.0,0.0,0,0
1276,44,CASH_OUT,185025.27,C1690249791,30950.0,0.0,C1993898616,530656.84,715682.1,0,0
1277,44,CASH_IN,96806.25,C563811253,30626.0,127432.25,C248862493,1612163.33,1515357.08,0,0
1278,44,PAYMENT,7963.73,C697392720,52389.21,44425.48,M809306672,0.0,0.0,0,0
1279,44,CASH_IN,102354.27,C1720640578,19364.0,121718.27,C615761541,0.0,0.0,0,0
1280,44,CASH_OUT,30362.3,C603798707,0.0,0.0,C1096984287,8070335.42,8100697.72,0,0
1281,44,CASH_OUT,240316.39,C377658376,10151.0,0.0,C1720264643,173880.04,414196.42,0,0
1282,44,CASH_OUT,5824.86,C751091157,0.0,0.0,C815090210,4039237.28,4117492.06,0,0
1283,44,CASH_OUT,66482.07,C814402433,776.0,0.0,C1558416595,0.0,66482.07,0,0
1284,44,CASH_OUT,27885.29,C887162304,20794.0,0.0,C935854221,0.0,27885.29,0,0
1285,44,CASH_IN,7256.92,C2121074480,2531172.07,2538428.98,C1742978011,979514.44,972257.53,0,0
1286,44,CASH_OUT,249859.21,C1875900332,686.0,0.0,C985760076,28661.43,278520.65,0,0
1287,44,CASH_OUT,29614.41,C875723251,0.0,0.0,C831135081,510919.52,540533.92,0,0
1288,44,CASH_OUT,11760.64,C782848146,0.0,0.0,C371075737,75137.76,86898.4,0,0
1289,44,CASH_IN,312195.72,C1435019489,2442695.77,2754891.5,C1283778464,881082.95,600822.15,0,0
1290,45,PAYMENT,2784.44,C1550574620,0.0,0.0,M1033314103,0.0,0.0,0,0
1291,45,CASH_OUT,24642.15,C818312867,0.0,0.0,C1574413357,990342.9,1014985.04,0,0
1292,45,PAYMENT,2009.62,C1889080307,0.0,0.0,M2104908835,0.0,0.0,0,0
1293,45,PAYMENT,20857.83,C1871162360,0.0,0.0,M1134933535,0.0,0.0,0,0
1294,45,PAYMENT,1105.02,C1891332088,25831.0,24725.98,M2059637672,0.0,0.0,0,0
1295,45,PAYMENT,1460.3,C236301755,53159.42,51699.12,M1883833430,0.0,0.0,0,0
1296,45,DEBIT,1679.3,C202319675,5082.0,3402.7,C768075184,9903545.76,9905225.06,0,0
1297,45,PAYMENT,3207.49,C389971163,177569.0,174361.51,M1418565360,0.0,0.0,0,0
1298,45,CASH_IN,96854.01,C2076980107,36052.0,132906.01,C1485911752,205601.18,108747.17,0,0
1299,45,CASH_IN,129000.92,C155404117,4244867.29,4373868.21,C2102441927,1303348.68,1174347.76,0,0
1300,45,CASH_OUT,72802.73,C252430741,0.0,0.0,C174814262,2991662.7,3064465.43,0,0
1301,45,PAYMENT,13.22,C1612448176,0.0,0.0,M1805999016,0.0,0.0,0,0
1302,45,CASH_OUT,274899.99,C891301440,685.0,0.0,C1258547769,6308494.28,6655571.53,0,0
1303,45,CASH_IN,83333.17,C122477152,9795213.53,9878546.7,C601912007,1205242.1,1121908.93,0,0
1304,45,CASH_OUT,415118.54,C1172401626,0.0,0.0,C1840141416,4090630.0,4505748.54,0,0
1305,45,CASH_OUT,94217.79,C1493564536,0.0,0.0,C1446934752,10741019.85,10835237.64,0,0
1306,45,CASH_IN,23840.35,C316574442,6789691.24,6813531.59,C2005248229,411752.76,387912.41,0,0
1307,45,CASH_IN,49159.85,C1360374028,17300609.57,17349769.42,C715998538,224230.64,175070.79,0,0
1308,45,CASH_IN,89947.26,C1448777811,18013290.42,18103237.68,C1130209838,631816.26,541869.0,0,0
